Pclass,Sex,Embarked,SibSp,Parch,Fare,Title,Ticket,Family_survival,Family_size,Cabin,Age
3,1,0,0,0,7.925,1.0,2,0.5,1,8,23.0
2,0,1,1,1,37.0042,0.0,2079,0.0,3,8,31.0
3,0,0,0,0,6.45,0.0,7075,0.5,1,8,43.0
3,0,0,3,2,27.9,3.0,347088,1.0,6,8,10.0
1,1,0,1,1,93.5,2.0,12749,0.0,3,1,52.0
3,0,0,0,0,8.6625,0.0,315098,0.5,1,8,27.0
1,0,0,0,0,0.0,4.0,19972,0.5,1,8,38.0
3,1,0,0,1,12.475,2.0,392096,0.0,2,4,27.0
3,0,0,4,1,39.6875,3.0,3101295,1.0,6,8,2.0
3,0,2,0,0,6.95,0.0,368323,0.5,1,8,28.126080811891043
3,0,0,0,0,56.4958,0.0,1601,1.0,1,8,28.121838454355355
2,0,1,0,2,37.0042,3.0,2079,1.0,3,8,1.0
3,0,2,0,0,7.75,0.0,367228,0.5,1,8,28.11327957852025
1,1,0,0,0,80.0,2.0,113572,0.0,1,1,62.0
3,1,1,1,0,14.4542,2.0,2659,1.0,2,8,15.0
2,0,0,1,1,18.75,3.0,29106,0.0,3,8,0.83
3,0,1,0,0,7.2292,0.0,2671,0.5,1,8,28.27634559192595
3,0,0,0,0,7.8542,0.0,347468,0.5,1,8,23.0
3,0,0,0,0,8.3,0.0,2223,0.5,1,8,18.0
1,1,1,1,1,83.1583,1.0,17756,0.5,3,4,39.0
3,0,0,0,0,8.6625,0.0,315097,0.5,1,8,21.0
3,0,0,0,0,8.05,0.0,392092,0.5,1,8,28.626338335967098
3,0,0,0,0,56.4958,0.0,1601,1.0,1,8,32.0
1,0,1,0,0,29.7,0.0,11774,0.5,1,2,41.87820361473824
3,0,0,0,0,7.925,0.0,2,0.5,1,8,20.0
2,0,0,0,0,10.5,0.0,3,1.0,1,8,16.0
1,1,1,0,0,31.0,1.0,113798,1.0,1,8,30.0
3,0,1,0,0,6.4375,0.0,2683,0.5,1,8,34.5
3,0,0,0,0,8.6625,0.0,315090,0.5,1,8,17.0
3,0,0,0,0,7.55,0.0,5547,0.5,1,8,42.0
3,0,0,8,2,69.55,0.0,2343,1.0,11,8,0.0
3,0,1,0,0,7.8958,0.0,349213,0.5,1,8,35.0
2,0,0,0,1,33.0,4.0,248727,0.0,2,8,28.0
1,1,1,1,0,89.1042,2.0,17453,0.0,2,2,33.36739717212186
3,0,0,4,2,31.275,3.0,347082,1.0,7,8,4.0
3,0,0,0,0,7.775,0.0,347060,0.5,1,8,74.0
3,1,1,1,1,15.2458,1.0,2678,1.0,3,8,9.0
1,1,0,0,1,39.4,1.0,17592,0.5,2,3,16.0
2,1,0,1,0,26.0,2.0,244252,1.0,2,8,44.0
3,1,0,0,1,9.35,2.0,392091,0.5,2,8,18.0
1,1,0,1,1,164.8667,2.0,36928,0.0,3,8,45.0
1,0,0,0,0,26.55,0.0,113055,0.5,1,4,51.0
3,1,1,0,3,19.2583,2.0,2666,0.0,4,8,24.0
3,0,1,0,0,7.2292,0.0,2629,0.5,1,8,28.27633401161504
3,0,0,2,0,14.1083,0.0,350026,0.5,3,8,41.0
2,0,0,1,0,11.5,0.0,28134,0.5,2,8,21.0
1,1,0,0,0,25.9292,2.0,17466,0.5,1,3,48.0
3,1,0,8,2,69.55,1.0,2343,1.0,11,8,0.0
2,0,0,0,0,13.0,0.0,233866,0.5,1,8,24.0
2,1,0,0,0,13.0,2.0,236852,0.5,1,8,42.0
2,1,1,1,0,13.8583,1.0,2149,0.5,2,8,27.0
1,0,0,0,0,50.4958,0.0,17590,0.5,1,0,31.0
3,0,0,0,0,9.5,0.0,345777,0.5,1,8,28.590913271875692
3,0,0,1,1,11.1333,3.0,347742,0.0,3,8,4.0
3,0,0,0,0,7.8958,0.0,349248,0.5,1,8,26.0
1,1,0,1,1,52.5542,2.0,11751,0.0,3,3,47.0
1,0,0,0,0,5.0,0.0,695,0.5,1,1,33.0
3,0,0,0,0,9.0,0.0,345765,0.5,1,8,47.0
2,1,1,1,0,24.0,2.0,3381,1.0,2,8,28.0
3,1,1,0,0,7.225,1.0,2667,0.5,1,8,15.0
3,0,0,0,0,9.8458,0.0,7534,1.0,1,8,20.0
3,0,0,0,0,7.8958,0.0,349212,1.0,1,8,19.0
3,0,0,0,0,7.8958,0.0,349217,0.5,1,8,28.616926012147836
1,1,1,0,1,83.1583,2.0,11767,0.0,2,2,56.0
2,1,0,0,1,26.0,2.0,230433,0.0,2,8,25.0
3,0,0,0,0,7.8958,0.0,349257,0.5,1,8,33.0
3,1,0,0,0,10.5167,1.0,7552,0.5,1,8,22.0
2,0,0,0,0,10.5,0.0,34068,0.5,1,8,28.0
3,0,0,0,0,7.05,0.0,392076,0.5,1,8,25.0
3,1,2,0,5,29.125,2.0,382652,1.0,6,8,39.0
2,0,0,0,0,13.0,4.0,211536,0.5,1,8,27.0
1,1,0,0,0,30.0,1.0,112053,0.5,1,1,19.0
3,1,0,1,2,23.45,1.0,6607,1.0,4,8,20.2901361228468
1,0,1,0,0,30.0,0.0,111369,0.5,1,2,26.0
3,0,2,0,0,7.75,0.0,370376,0.5,1,8,32.0
